,0,1
1360,41.0,29.71
1361,42.0,24.12
1362,35.0,20.5
1363,54.0,34.2
1364,47.0,28.43
1365,62.0,30.57
1366,27.0,14.79
1367,45.0,36.4
1368,39.0,20.12
1369,53.0,40.0
1370,29.0,15.25
1371,82.0,30.67
1372,50.0,15.62
1373,53.0,20.82
1374,107.0,36.33
1375,38.0,13.73
1376,61.0,50.0
1377,46.0,23.22
1378,30.0,21.22
1379,45.0,18.0
1380,52.0,34.4
1381,28.0,13.88
1382,52.0,44.0
1383,44.0,32.67
1384,36.0,13.06
1385,50.0,24.25
1386,43.0,16.5
1387,51.0,37.0
1388,47.0,27.43
1389,30.0,16.64
1390,48.0,27.38
1391,107.0,48.25
1392,33.0,22.44
1393,59.0,26.62
1394,55.0,19.8
1395,48.0,22.6
1396,41.0,21.86
1397,47.0,29.17
1398,34.0,20.8
1399,34.0,22.33
1400,44.0,27.0
1401,47.0,28.14
1402,32.0,20.8
1403,49.0,34.5
1404,59.0,34.8
1405,36.0,14.85
1406,77.0,44.4
1407,29.0,15.54
1408,53.0,20.36
1409,27.0,15.25
1410,46.0,21.2
1411,47.0,24.12
1412,69.0,31.86
1413,31.0,19.3
1414,43.0,30.17
1415,26.0,20.12
1416,55.0,23.67
1417,53.0,30.83
1418,34.0,22.88
1419,30.0,19.4
1420,58.0,22.12
1421,107.0,48.5
1422,36.0,19.7
1423,51.0,29.67
1424,79.0,51.0
1425,49.0,25.62
1426,34.0,15.93
1427,57.0,45.75
1428,51.0,25.86
1429,50.0,19.0
1430,66.0,24.0
1431,35.0,19.2
1432,52.0,19.0
1433,90.0,44.4
1434,50.0,19.82
1435,42.0,17.27
1436,37.0,16.91
1437,38.0,24.0
1438,63.0,30.29
1439,57.0,24.78
1440,51.0,30.67
1441,40.0,22.6
1442,38.0,24.56
1443,34.0,18.07
1444,30.0,17.36
1445,42.0,26.43
1446,37.0,25.86
1447,50.0,43.2
1448,76.0,40.4
1449,63.0,42.2
1450,53.0,31.5
1451,42.0,25.25
1452,53.0,28.33
1453,39.0,19.92
1454,70.0,31.17
1455,28.0,16.43
1456,50.0,21.45
1457,45.0,28.67
1458,33.0,14.82
1459,44.0,15.47
1460,45.0,29.17
1461,76.0,31.71
1462,52.0,24.4
1463,60.0,31.17
1464,45.0,22.38
1465,28.0,16.87
1466,39.0,29.0
1467,57.0,15.69
1468,49.0,25.22
1469,125.0,74.67
1470,48.0,22.0
1471,37.0,25.43
1472,42.0,21.9
1473,60.0,23.1
1474,40.0,22.2
1475,45.0,25.38
1476,45.0,25.75
1477,79.0,44.4
1478,96.0,31.0
1479,49.0,28.25
1480,39.0,20.5
1481,33.0,21.6
1482,52.0,34.0
1483,43.0,29.71
1484,49.0,20.89
1485,65.0,30.57
1486,66.0,32.0
1487,60.0,28.14
1488,46.0,30.71
1489,82.0,43.5
1490,42.0,27.75
1491,35.0,25.0
1492,75.0,44.2
1493,39.0,24.75
1494,61.0,29.33
1495,75.0,38.2
1496,79.0,38.67
1497,113.0,68.33
1498,71.0,36.0
1499,36.0,25.12
1500,48.0,22.44
1501,56.0,27.57
1502,41.0,27.71
1503,37.0,24.5
1504,47.0,24.22
1505,42.0,30.5
1506,44.0,24.75
1507,54.0,35.4
1508,37.0,28.67
1509,36.0,26.5
1510,70.0,25.89
1511,55.0,30.0
1512,46.0,19.55
1513,63.0,29.0
1514,65.0,29.86
1515,77.0,44.6
1516,42.0,24.43
1517,30.0,20.5
1518,70.0,31.57
1519,43.0,27.62
1520,35.0,22.5
1521,52.0,31.67
1522,38.0,20.7
1523,48.0,27.67
1524,42.0,23.62
1525,39.0,25.12
1526,41.0,18.82
1527,37.0,24.29
1528,63.0,30.17
1529,46.0,37.5
1530,92.0,42.75
1531,32.0,13.11
1532,15.0,8.48
1533,57.0,25.75
1534,38.0,21.8
1535,63.0,35.83
1536,50.0,19.73
1537,40.0,28.12
1538,72.0,38.2
1539,59.0,25.57
1540,121.0,45.8
1541,36.0,20.5
1542,71.0,35.17
1543,42.0,29.71
1544,46.0,22.5
1545,35.0,19.8
1546,145.0,60.67
1547,63.0,35.0
1548,35.0,21.5
1549,44.0,22.0
1550,38.0,13.24
1551,24.0,11.35
1552,46.0,34.17
1553,45.0,22.33
1554,43.0,26.12
1555,53.0,23.56
1556,77.0,38.4
1557,47.0,34.33
1558,44.0,33.83
1559,55.0,29.5
1560,41.0,26.43
1561,59.0,39.5
1562,32.0,23.0
1563,60.0,31.43
1564,47.0,33.0
1565,100.0,84.0
1566,28.0,21.56
1567,46.0,23.12
1568,57.0,36.67
1569,53.0,37.8
1570,36.0,21.4
1571,53.0,30.33
1572,36.0,26.12
1573,55.0,27.75
1574,36.0,22.88
1575,37.0,22.1
1576,38.0,17.86
1577,81.0,32.14
1578,92.0,34.6
1579,40.0,24.71
1580,35.0,20.18
1581,52.0,26.75
1582,26.0,16.15
1583,38.0,20.09
1584,56.0,27.75
1585,51.0,20.27
1586,56.0,24.78
1587,42.0,19.25
1588,39.0,23.89
1589,67.0,26.67
1590,35.0,21.67
1591,43.0,25.22
1592,60.0,36.5
1593,41.0,26.5
1594,42.0,28.0
1595,56.0,23.75
1596,87.0,34.4
1597,111.0,73.67
1598,61.0,32.67
1599,38.0,19.18
1600,53.0,30.0
1601,56.0,25.75
1602,58.0,27.0
1603,40.0,16.46
1604,69.0,26.78
1605,42.0,28.71
1606,48.0,32.43
1607,68.0,27.12
1608,54.0,21.64
1609,42.0,25.5
1610,102.0,72.33
1611,58.0,28.14
1612,54.0,27.43
1613,51.0,30.0
1614,62.0,35.17
1615,44.0,28.5
1616,54.0,30.83
1617,78.0,51.25
1618,78.0,60.33
1619,75.0,43.0
1620,81.0,36.0
1621,70.0,28.75
1622,44.0,33.5
1623,78.0,44.2
1624,63.0,42.5
1625,64.0,18.5
1626,60.0,33.0
1627,39.0,23.56
1628,51.0,23.44
1629,42.0,28.57
1630,56.0,38.0
1631,45.0,27.14
1632,87.0,68.0
1633,41.0,19.4
1634,78.0,35.5
1635,45.0,29.86
1636,53.0,33.0
1637,48.0,18.42
1638,31.0,23.11
1639,73.0,41.0
1640,40.0,27.38
1641,36.0,24.56
1642,70.0,53.75
1643,79.0,42.8
1644,36.0,25.75
1645,46.0,22.11
1646,89.0,43.8
1647,38.0,23.33
1648,50.0,30.83
1649,39.0,23.0
1650,36.0,27.12
1651,68.0,41.5
1652,61.0,30.5
1653,38.0,25.86
1654,53.0,41.75
1655,39.0,28.86
1656,59.0,23.22
1657,111.0,20.09
1658,36.0,19.18
1659,87.0,59.67
1660,44.0,36.2
1661,58.0,29.25
1662,39.0,24.86
1663,62.0,26.12
1664,45.0,24.22
1665,55.0,23.0
1666,41.0,23.0
1667,42.0,29.33
1668,50.0,30.5
1669,41.0,24.56
1670,41.0,19.27
1671,58.0,35.4
1672,41.0,25.14
1673,32.0,27.33
1674,55.0,31.0
1675,116.0,54.25
1676,51.0,28.43
1677,80.0,42.6
1678,53.0,36.6
1679,52.0,24.11
1680,52.0,25.25
1681,55.0,25.33
1682,49.0,24.57
1683,110.0,39.5
1684,53.0,30.43
1685,38.0,23.5
1686,59.0,42.0
1687,79.0,34.6
1688,44.0,27.88
1689,44.0,28.14
1690,44.0,20.22
1691,61.0,35.5
1692,64.0,29.0
1693,54.0,40.2
1694,45.0,31.17
1695,30.0,18.78
1696,34.0,21.5
1697,53.0,29.86
1698,41.0,24.12
1699,38.0,23.5
1700,57.0,25.57
1701,66.0,28.38
1702,61.0,40.4
1703,45.0,35.4
1704,54.0,31.6
1705,39.0,25.25
1706,42.0,32.6
1707,77.0,56.67
1708,36.0,21.7
1709,31.0,22.78
1710,65.0,50.0
1711,33.0,25.62
1712,42.0,24.75
1713,84.0,44.6
1714,60.0,46.0
1715,73.0,51.25
1716,55.0,30.0
1717,57.0,31.86
1718,121.0,57.0
1719,52.0,31.5
1720,51.0,30.14
1721,59.0,23.62
1722,75.0,41.6
1723,51.0,21.9
1724,69.0,40.4
1725,76.0,43.8
1726,57.0,36.33
1727,56.0,38.6
1728,49.0,31.14
1729,37.0,21.0
1730,82.0,36.5
1731,53.0,25.71
1732,91.0,61.0
1733,44.0,27.75
1734,59.0,27.0
1735,81.0,26.86
1736,44.0,26.62
1737,67.0,27.0
1738,71.0,27.29
1739,35.0,21.78
1740,49.0,34.0
1741,77.0,47.4
1742,88.0,35.0
1743,41.0,28.14
1744,39.0,30.0
1745,47.0,25.57
1746,48.0,30.57
1747,44.0,32.33
1748,27.0,14.38
1749,65.0,34.0
1750,65.0,38.17
1751,45.0,26.86
1752,66.0,31.43
1753,72.0,34.5
1754,55.0,36.33
1755,53.0,28.12
1756,80.0,50.75
1757,53.0,31.43
1758,39.0,24.33
1759,53.0,36.17
1760,69.0,47.0
1761,55.0,46.0
1762,35.0,14.38
1763,106.0,40.8
1764,77.0,27.5
1765,48.0,29.0
1766,35.0,22.86
1767,59.0,37.33
1768,51.0,30.86
1769,58.0,33.6
1770,67.0,23.78
1771,66.0,33.14
1772,64.0,28.67
1773,45.0,27.5
1774,44.0,25.44
1775,42.0,28.71
1776,57.0,34.6
1777,33.0,20.12
1778,28.0,13.88
1779,51.0,27.14
1780,40.0,17.18
1781,32.0,15.07
1782,44.0,15.93
1783,71.0,33.67
1784,29.0,19.67
1785,38.0,22.22
1786,38.0,19.6
1787,40.0,20.9
1788,35.0,15.53
1789,58.0,34.0
1790,64.0,33.29
1791,47.0,22.88
1792,35.0,24.22
1793,44.0,35.0
1794,56.0,27.0
1795,43.0,24.78
1796,31.0,17.1
1797,53.0,26.83
1798,41.0,14.54
1799,48.0,24.11
1800,49.0,33.67
1801,34.0,18.44
1802,42.0,17.7
1803,19.0,9.94
1804,30.0,16.23
1805,52.0,30.57
1806,25.0,10.72
1807,80.0,38.8
1808,32.0,16.36
1809,60.0,33.33
1810,33.0,15.46
1811,52.0,30.29
1812,58.0,29.5
1813,35.0,16.91
1814,34.0,21.6
1815,31.0,20.89
1816,26.0,14.85
1817,37.0,24.75
1818,66.0,42.8
1819,35.0,20.45
1820,27.0,17.33
1821,62.0,15.71
1822,46.0,25.14
1823,59.0,31.67
1824,38.0,24.33
1825,36.0,22.8
1826,43.0,26.88
1827,52.0,24.22
1828,51.0,31.14
1829,49.0,29.71
1830,59.0,36.17
1831,33.0,17.83
1832,48.0,33.6
1833,41.0,21.82
1834,80.0,63.0
1835,52.0,21.8
1836,21.0,11.6
1837,39.0,24.29
1838,69.0,37.5
1839,43.0,27.86
1840,41.0,26.0
1841,59.0,42.0
1842,34.0,17.58
1843,46.0,30.5
1844,62.0,44.6
1845,49.0,41.2
1846,48.0,29.83
1847,65.0,31.67
1848,46.0,27.67
1849,72.0,39.6
1850,55.0,28.14
1851,82.0,40.6
1852,44.0,29.14
1853,60.0,31.5
1854,40.0,20.09
1855,55.0,24.75
1856,58.0,27.12
1857,50.0,32.83
1858,63.0,35.67
1859,35.0,20.55
1860,67.0,32.0
1861,38.0,19.17
1862,105.0,33.43
1863,45.0,25.62
1864,34.0,20.3
1865,29.0,21.25
1866,30.0,16.36
1867,53.0,33.0
1868,49.0,24.71
1869,50.0,33.86
1870,66.0,24.0
1871,57.0,24.38
1872,51.0,27.83
1873,26.0,19.5
1874,58.0,28.33
1875,87.0,44.2
1876,53.0,39.2
1877,48.0,26.44
1878,77.0,32.83
1879,30.0,21.5
1880,22.0,13.3
1881,44.0,27.33
1882,78.0,45.75
1883,73.0,47.25
1884,43.0,23.0
1885,54.0,38.2
1886,63.0,26.38
1887,56.0,21.4
1888,62.0,39.75
1889,72.0,27.5
1890,40.0,25.67
1891,33.0,21.38
1892,32.0,17.83
1893,34.0,22.75
1894,72.0,31.67
1895,32.0,25.0
1896,44.0,26.43
1897,61.0,27.12
1898,60.0,32.5
1899,61.0,26.71
1900,46.0,30.43
1901,45.0,21.9
1902,43.0,28.86
1903,33.0,20.0
1904,53.0,22.88
1905,41.0,23.25
1906,60.0,44.75
1907,133.0,87.5
1908,46.0,28.14
1909,70.0,35.67
1910,68.0,38.0
1911,52.0,24.75
1912,65.0,30.33
1913,38.0,20.89
1914,50.0,21.0
1915,47.0,28.5
1916,47.0,17.23
1917,21.0,11.4
1918,39.0,20.6
1919,53.0,25.11
1920,30.0,20.5
1921,39.0,19.0
1922,64.0,38.6
1923,61.0,36.8
1924,41.0,15.64
1925,35.0,17.5
1926,57.0,35.17
1927,63.0,19.0
1928,45.0,25.62
1929,29.0,12.42
1930,31.0,20.12
1931,31.0,14.75
1932,49.0,23.75
1933,47.0,29.43
1934,40.0,16.75
1935,44.0,20.75
1936,47.0,22.5
1937,62.0,33.14
1938,40.0,17.5
1939,46.0,17.21
1940,35.0,23.75
1941,63.0,44.5
1942,42.0,21.38
1943,48.0,17.69
1944,62.0,30.43
1945,61.0,39.0
1946,42.0,22.5
1947,26.0,17.46
1948,41.0,13.69
1949,63.0,32.67
1950,45.0,21.88
1951,33.0,24.11
1952,79.0,37.0
1953,41.0,25.12
1954,45.0,25.29
1955,49.0,24.38
1956,42.0,24.0
1957,66.0,34.0
1958,27.0,17.09
1959,42.0,34.5
1960,48.0,19.67
1961,39.0,17.1
1962,37.0,26.57
1963,53.0,23.0
1964,51.0,32.5
1965,40.0,23.12
1966,48.0,21.38
1967,55.0,24.38
1968,67.0,26.33
1969,51.0,18.42
1970,37.0,20.89
1971,49.0,22.33
1972,62.0,35.67
1973,44.0,28.14
1974,32.0,13.93
1975,49.0,16.55
1976,33.0,20.9
1977,68.0,27.67
1978,29.0,13.56
1979,57.0,17.5
1980,35.0,15.46
1981,31.0,21.0
1982,37.0,19.91
1983,32.0,22.0
1984,73.0,37.0
1985,44.0,25.56
1986,47.0,23.6
1987,45.0,22.25
1988,32.0,17.45
1989,33.0,22.25
1990,47.0,27.12
1991,37.0,31.29
1992,54.0,27.12
1993,43.0,29.71
1994,47.0,31.29
1995,56.0,24.5
1996,42.0,30.67
1997,40.0,26.43
1998,44.0,23.56
1999,43.0,24.44
2000,34.0,21.22
2001,45.0,31.29
2002,54.0,27.12
2003,55.0,41.75
2004,44.0,26.25
2005,24.0,12.62
2006,43.0,23.1
2007,37.0,17.23
2008,31.0,14.92
2009,50.0,26.75
2010,39.0,17.08
2011,45.0,19.1
2012,45.0,22.3
2013,47.0,19.89
2014,47.0,30.86
2015,34.0,16.25
2016,24.0,16.0
2017,41.0,23.12
2018,48.0,18.5
2019,63.0,25.43
2020,49.0,32.33
2021,46.0,31.0
2022,33.0,17.0
2023,49.0,26.29
2024,45.0,22.22
2025,41.0,22.89
2026,56.0,21.09
2027,38.0,17.9
2028,29.0,17.17
2029,40.0,17.75
2030,38.0,21.0
2031,46.0,23.3
2032,40.0,21.0
2033,48.0,24.43
2034,44.0,25.25
2035,43.0,18.73
2036,48.0,22.0
2037,30.0,19.73
2038,42.0,19.0
2039,46.0,21.56
2040,39.0,17.82
2041,36.0,17.31
2042,37.0,17.92
2043,51.0,25.89
2044,31.0,18.3
2045,46.0,25.43
2046,41.0,13.69
2047,37.0,16.45
2048,28.0,19.44
2049,37.0,23.25
2050,36.0,27.83
2051,36.0,16.17
2052,47.0,20.4
2053,25.0,13.6
2054,79.0,56.33
2055,37.0,17.83
2056,31.0,13.56
2057,25.0,11.8
2058,44.0,19.55
2059,29.0,19.73
2060,54.0,43.75
2061,58.0,34.0
2062,49.0,29.5
2063,65.0,38.0
2064,46.0,22.22
2065,37.0,20.09
2066,63.0,31.29
2067,82.0,31.17
2068,55.0,27.33
2069,54.0,30.67
2070,41.0,27.0
2071,56.0,23.88
2072,43.0,32.5
2073,36.0,24.12
2074,36.0,18.42
2075,50.0,26.0
2076,34.0,26.25
2077,45.0,23.0
2078,59.0,37.0
2079,50.0,29.43
2080,57.0,30.86
2081,51.0,24.44
2082,102.0,59.33
2083,61.0,26.33
2084,63.0,28.0
2085,50.0,19.62
2086,49.0,29.71
2087,51.0,48.0
2088,61.0,44.2
2089,74.0,29.57
2090,51.0,23.0
2091,46.0,14.38
2092,43.0,20.82
2093,63.0,29.88
2094,67.0,26.0
2095,86.0,44.75
2096,70.0,44.6
2097,41.0,25.14
2098,41.0,34.67
2099,57.0,29.86
2100,63.0,30.71
2101,40.0,24.14
2102,48.0,32.2
2103,79.0,33.67
2104,123.0,58.25
2105,57.0,41.6
2106,104.0,81.5
2107,74.0,40.2
2108,45.0,21.55
2109,52.0,32.8
2110,74.0,57.75
2111,93.0,36.5
2112,44.0,25.25
2113,66.0,28.5
2114,72.0,32.29
2115,74.0,37.17
2116,76.0,31.33
2117,64.0,25.0
2118,77.0,40.8
2119,46.0,18.36
2120,57.0,31.83
2121,49.0,26.43
2122,108.0,40.8
2123,70.0,37.6
2124,37.0,21.18
2125,32.0,17.92
2126,42.0,19.17
2127,76.0,46.0
2128,56.0,34.83
2129,65.0,32.8
2130,81.0,30.14
2131,31.0,17.9
2132,68.0,42.0
2133,36.0,27.14
2134,114.0,58.0
2135,37.0,26.43
2136,54.0,34.4
2137,67.0,31.83
2138,48.0,16.08
2139,38.0,23.86
2140,83.0,34.5
2141,42.0,22.56
2142,88.0,32.86
2143,61.0,25.33
2144,55.0,30.29
2145,63.0,27.57
2146,35.0,25.0
2147,59.0,33.33
2148,98.0,39.6
2149,29.0,14.82
2150,26.0,18.0
2151,34.0,18.58
2152,39.0,16.23
2153,39.0,27.71
2154,45.0,25.86
2155,56.0,28.83
2156,78.0,40.4
2157,69.0,50.5
2158,46.0,35.33
2159,68.0,41.4
2160,59.0,22.86
2161,62.0,27.88
2162,62.0,43.2
2163,38.0,19.64
2164,89.0,37.8
2165,42.0,32.29
2166,60.0,23.25
2167,83.0,31.83
2168,49.0,32.5
2169,90.0,34.5
2170,67.0,36.67
2171,78.0,40.8
2172,39.0,22.56
2173,65.0,42.6
2174,66.0,42.75
2175,62.0,36.67
2176,36.0,31.0
2177,76.0,25.0
2178,47.0,32.17
2179,71.0,28.29
2180,36.0,16.62
2181,38.0,29.43
2182,45.0,24.0
2183,61.0,44.4
2184,31.0,14.77
2185,29.0,13.71
2186,43.0,25.12
2187,60.0,31.83
2188,59.0,32.17
2189,83.0,42.6
2190,50.0,29.25
2191,38.0,25.12
2192,30.0,20.0
2193,34.0,23.43
2194,52.0,24.86
2195,34.0,23.89
2196,42.0,20.3
2197,21.0,12.35
2198,28.0,15.31
2199,25.0,16.92
2200,46.0,27.12
2201,43.0,24.86
2202,58.0,29.33
2203,52.0,31.43
2204,39.0,24.75
2205,55.0,31.33
2206,58.0,22.8
2207,32.0,20.78
2208,37.0,20.33
2209,49.0,26.5
2210,29.0,14.14
2211,40.0,27.29
2212,27.0,12.76
2213,38.0,17.73
2214,37.0,18.67
2215,30.0,20.2
2216,23.0,13.46
2217,37.0,15.73
2218,33.0,17.62
2219,38.0,14.43
2220,29.0,15.64
2221,25.0,16.36
2222,55.0,29.5
2223,50.0,19.0
2224,45.0,23.88
2225,35.0,22.29
2226,67.0,24.56
2227,40.0,25.0
2228,57.0,29.83
2229,48.0,35.17
2230,36.0,25.62
2231,48.0,30.5
2232,69.0,41.6
2233,46.0,18.83
2234,70.0,44.75
2235,48.0,24.67
2236,49.0,34.8
2237,55.0,34.17
2238,58.0,32.17
2239,45.0,32.83
2240,74.0,27.86
2241,34.0,22.71
2242,47.0,29.17
2243,42.0,29.71
2244,21.0,9.71
2245,38.0,27.0
2246,56.0,32.71
2247,45.0,24.25
2248,44.0,27.86
2249,29.0,18.0
2250,72.0,35.0
2251,44.0,25.5
2252,52.0,26.29
2253,36.0,21.44
2254,45.0,24.6
2255,81.0,28.0
2256,33.0,16.77
2257,112.0,46.75
2258,33.0,14.38
2259,45.0,30.0
2260,48.0,22.56
2261,38.0,24.25
2262,43.0,24.0
2263,48.0,25.44
2264,61.0,45.0
2265,43.0,27.14
2266,48.0,30.57
2267,44.0,22.44
2268,36.0,20.9
2269,33.0,23.1
2270,48.0,38.4
2271,49.0,29.25
2272,38.0,25.86
2273,55.0,32.0
2274,47.0,24.11
2275,57.0,29.57
2276,50.0,29.43
2277,33.0,26.86
2278,54.0,25.12
2279,43.0,20.22
2280,47.0,33.8
2281,60.0,26.29
2282,42.0,25.5
2283,36.0,24.25
2284,27.0,20.89
2285,73.0,26.71
2286,38.0,22.25
2287,47.0,25.12
2288,44.0,26.0
2289,44.0,33.67
2290,43.0,26.0
2291,38.0,26.0
2292,55.0,37.5
2293,49.0,19.64
2294,34.0,21.5
2295,78.0,30.88
2296,30.0,14.6
2297,59.0,29.43
2298,45.0,34.4
2299,71.0,23.25
2300,99.0,32.0
2301,30.0,19.11
2302,41.0,16.36
2303,52.0,32.67
2304,36.0,19.92
2305,55.0,30.5
2306,48.0,20.3
2307,107.0,40.2
2308,57.0,47.25
2309,61.0,29.86
2310,46.0,26.33
2311,49.0,24.89
2312,32.0,19.33
2313,46.0,23.0
2314,53.0,25.5
2315,40.0,19.64
2316,36.0,20.8
2317,41.0,30.57
2318,35.0,21.2
2319,32.0,19.0
2320,53.0,26.5
2321,36.0,23.43
2322,55.0,24.14
2323,32.0,20.75
2324,48.0,26.43
2325,26.0,17.17
2326,60.0,22.44
2327,41.0,21.36
2328,44.0,30.33
2329,66.0,34.6
2330,39.0,26.5
2331,35.0,22.0
2332,40.0,27.43
2333,57.0,32.67
2334,54.0,36.0
2335,57.0,26.12
2336,59.0,41.75
2337,46.0,25.12
2338,61.0,36.4
2339,57.0,44.75
2340,45.0,41.2
2341,41.0,25.57
2342,43.0,27.17
2343,38.0,20.73
2344,34.0,23.0
2345,47.0,28.57
2346,33.0,23.89
2347,37.0,27.0
2348,41.0,22.29
2349,35.0,23.57
2350,39.0,18.11
2351,43.0,31.67
2352,27.0,15.53
2353,39.0,22.6
2354,27.0,17.0
2355,30.0,21.0
2356,29.0,14.93
2357,23.0,12.56
2358,30.0,12.47
2359,22.0,12.81
2360,24.0,13.38
2361,31.0,22.29
2362,29.0,16.6
2363,45.0,29.5
2364,35.0,27.43
2365,49.0,31.17
2366,44.0,25.43
2367,55.0,21.0
2368,65.0,27.12
2369,68.0,25.89
2370,52.0,32.86
2371,56.0,26.0
2372,40.0,24.38
2373,56.0,35.67
2374,42.0,17.82
2375,41.0,29.57
2376,38.0,14.69
2377,22.0,13.86
2378,30.0,16.53
2379,23.0,14.31
2380,36.0,17.62
2381,33.0,17.25
2382,58.0,37.0
2383,41.0,26.0
2384,45.0,27.62
2385,38.0,27.62
2386,57.0,24.12
2387,57.0,21.88
2388,34.0,26.5
2389,29.0,23.43
2390,41.0,21.88
2391,61.0,34.0
2392,38.0,24.88
2393,39.0,18.23
2394,39.0,15.75
2395,46.0,24.3
2396,34.0,14.92
2397,42.0,31.83
2398,50.0,32.5
2399,46.0,31.17
2400,60.0,32.0
2401,53.0,25.0
2402,49.0,34.5
2403,65.0,44.25
2404,65.0,22.73
2405,52.0,27.86
2406,54.0,28.43
2407,56.0,30.83
2408,56.0,32.17
2409,57.0,28.43
2410,75.0,27.12
2411,28.0,16.5
2412,57.0,24.71
2413,33.0,17.18
2414,28.0,21.0
2415,49.0,24.88
2416,57.0,31.14
2417,50.0,27.29
2418,42.0,21.78
2419,63.0,33.0
2420,27.0,16.83
2421,59.0,30.29
2422,30.0,19.5
2423,38.0,25.14
2424,51.0,32.0
2425,48.0,30.33
2426,41.0,24.33
2427,34.0,20.38
2428,33.0,27.0
2429,69.0,56.5
2430,43.0,27.86
2431,98.0,65.67
2432,62.0,34.0
2433,49.0,27.75
2434,70.0,47.4
2435,82.0,37.2
2436,53.0,25.5
2437,39.0,23.29
2438,43.0,26.12
2439,42.0,23.12
2440,44.0,25.0
2441,31.0,24.0
2442,81.0,37.8
2443,32.0,15.85
2444,76.0,41.0
2445,28.0,15.69
2446,46.0,16.36
2447,32.0,17.75
2448,81.0,23.25
2449,41.0,23.5
2450,37.0,23.71
2451,51.0,21.67
2452,50.0,26.88
2453,57.0,34.33
2454,39.0,22.2
2455,63.0,26.0
2456,93.0,92.5
2457,101.0,68.0
2458,64.0,35.33
2459,47.0,33.33
2460,47.0,42.75
2461,33.0,14.33
2462,42.0,16.57
2463,41.0,31.17
2464,54.0,27.88
2465,51.0,26.67
2466,56.0,30.17
2467,52.0,26.12
2468,68.0,27.71
2469,41.0,20.8
2470,88.0,43.2
2471,60.0,36.2
2472,39.0,28.71
2473,41.0,29.43
2474,43.0,24.12
2475,49.0,33.33
2476,35.0,15.67
2477,57.0,26.0
2478,32.0,14.4
2479,52.0,26.88
2480,52.0,25.25
2481,39.0,19.27
2482,45.0,28.12
2483,50.0,29.0
2484,37.0,18.7
2485,41.0,23.44
2486,35.0,18.22
2487,42.0,21.9
2488,41.0,16.92
2489,61.0,36.33
2490,49.0,30.86
2491,74.0,51.5
2492,78.0,29.86
2493,41.0,29.29
2494,45.0,32.71
2495,75.0,30.5
2496,46.0,14.0
2497,41.0,31.17
2498,46.0,18.42
2499,38.0,25.38
2500,52.0,28.67
2501,44.0,16.0
2502,57.0,38.67
2503,45.0,24.33
2504,65.0,33.2
2505,31.0,17.91
2506,44.0,30.57
2507,44.0,23.67
2508,45.0,30.57
2509,55.0,27.71
2510,58.0,40.0
2511,47.0,28.29
2512,43.0,25.12
2513,42.0,25.5
2514,55.0,30.0
2515,66.0,40.8
2516,64.0,26.0
2517,36.0,22.0
2518,91.0,46.0
2519,39.0,27.86
2520,82.0,27.5
2521,54.0,20.09
2522,41.0,23.75
2523,56.0,23.44
2524,32.0,20.8
2525,39.0,23.14
2526,65.0,22.0
2527,31.0,16.0
2528,56.0,29.43
2529,57.0,24.14
2530,30.0,16.0
2531,42.0,28.17
2532,52.0,30.71
2533,36.0,22.33
2534,48.0,33.0
2535,43.0,23.5
2536,46.0,30.5
2537,37.0,28.0
2538,67.0,36.4
2539,50.0,24.88
2540,175.0,113.0
2541,49.0,29.5
2542,66.0,33.17
2543,43.0,19.5
2544,51.0,18.44
2545,56.0,19.0
2546,24.0,13.85
2547,50.0,31.83
2548,58.0,25.89
2549,35.0,22.5
2550,47.0,19.5
2551,56.0,23.0
2552,48.0,26.25
2553,46.0,33.6
2554,50.0,28.29
2555,35.0,23.44
2556,33.0,23.12
2557,100.0,33.43
2558,69.0,33.43
2559,55.0,33.67
2560,53.0,38.33
2561,40.0,32.2
2562,50.0,43.0
2563,43.0,21.22
2564,50.0,36.4
2565,53.0,32.83
2566,71.0,34.6
2567,57.0,38.5
2568,20.0,9.1
2569,19.0,10.57
2570,17.0,7.85
2571,16.0,12.47
2572,21.0,13.86
2573,46.0,15.5
2574,98.0,54.75
2575,77.0,41.6
2576,33.0,11.72
2577,25.0,16.75
2578,47.0,26.5
2579,29.0,17.9
2580,34.0,19.78
2581,50.0,33.17
2582,30.0,20.0
2583,66.0,31.71
2584,73.0,35.67
2585,37.0,16.85
2586,43.0,17.64
2587,69.0,23.56
2588,31.0,17.08
2589,28.0,17.0
2590,34.0,20.3
2591,41.0,20.12
2592,87.0,21.17
2593,31.0,21.0
2594,39.0,25.62
2595,63.0,30.14
2596,29.0,20.91
2597,42.0,24.0
2598,54.0,21.27
2599,35.0,19.7
2600,39.0,24.12
2601,38.0,17.83
2602,53.0,39.4
2603,29.0,15.15
2604,58.0,41.5
2605,66.0,33.5
2606,30.0,14.92
2607,53.0,19.27
2608,40.0,22.9
2609,31.0,20.27
2610,49.0,19.5
2611,33.0,15.46
2612,79.0,37.0
2613,23.0,13.0
2614,45.0,23.5
2615,35.0,20.91
2616,47.0,34.67
2617,63.0,41.4
2618,52.0,33.2
2619,51.0,42.5
2620,33.0,26.5
2621,50.0,21.0
2622,72.0,34.17
2623,53.0,31.83
2624,61.0,28.29
2625,48.0,34.5
2626,48.0,28.71
2627,62.0,32.5
2628,73.0,38.17
2629,147.0,106.0
2630,53.0,20.75
2631,46.0,31.43
